bin1kb	chr	gene
chr6_113077000_113078000	chr6	Setd5_ENSMUST00000042889_113077364_tss;Setd5_ENSMUST00000113157_113077638_tss;Gt(ROSA)26Sor_ENSMUST00000124246_113077209_tss;Setd5_ENSMUST00000125003_113077601_tss;Gt(ROSA)26Sor_ENSMUST00000133467_113077176_tss;Setd5_ENSMUST00000136128_113077560_tss;Setd5_ENSMUST00000141072_113077577_tss;Setd5_ENSMUST00000143998_113077364_tss;Gt(ROSA)26Sor_ENSMUST00000159544_113077332_tss;Gt(ROSA)26Sor_ENSMUST00000167415_113077190_tss
chr6_113078000_113079000	chr6	Setd5_ENSMUST00000042889_113077364_down1kb;Setd5_ENSMUST00000113157_113077638_down1kb;Gt(ROSA)26Sor_ENSMUST00000124246_113077209_down1kb;Setd5_ENSMUST00000125003_113077601_down1kb;Gt(ROSA)26Sor_ENSMUST00000133467_113077176_down1kb;Setd5_ENSMUST00000136128_113077560_down1kb;Setd5_ENSMUST00000141072_113077577_down1kb;Setd5_ENSMUST00000143998_113077364_down1kb;Gt(ROSA)26Sor_ENSMUST00000159544_113077332_down1kb;Gt(ROSA)26Sor_ENSMUST00000167415_113077190_down1kb
chr6_113103000_113104000	chr6	Setd5_ENSMUST00000153513_113104934_up1kb
chr6_113104000_113105000	chr6	Setd5_ENSMUST00000153513_113104934_tss;Setd5_ENSMUST00000113155_113105036_up1kb;Setd5_ENSMUST00000142215_113105083_up1kb
chr6_113105000_113106000	chr6	Setd5_ENSMUST00000113155_113105036_tss;Setd5_ENSMUST00000142215_113105083_tss;Setd5_ENSMUST00000153513_113104934_down1kb
chr6_113106000_113107000	chr6	Setd5_ENSMUST00000113155_113105036_down1kb;Setd5_ENSMUST00000142215_113105083_down1kb
chr6_113107000_113108000	chr6	Setd5_ENSMUST00000124467_113108872_up1kb
chr6_113108000_113109000	chr6	Setd5_ENSMUST00000124467_113108872_tss;Setd5_ENSMUST00000149584_113109864_up1kb
chr6_113109000_113110000	chr6	Setd5_ENSMUST00000149584_113109864_tss;Setd5_ENSMUST00000138327_113110416_up1kb;Setd5_ENSMUST00000124467_113108872_down1kb
chr6_113110000_113111000	chr6	Setd5_ENSMUST00000138327_113110416_tss;Setd5_ENSMUST00000149584_113109864_down1kb
chr6_113111000_113112000	chr6	Setd5_ENSMUST00000138327_113110416_down1kb
chr6_113126000_113127000	chr6	Setd5_ENSMUST00000150107_113127748_up1kb
chr6_113127000_113128000	chr6	Setd5_ENSMUST00000150107_113127748_tss;Setd5_ENSMUST00000156048_113128680_up1kb
chr6_113128000_113129000	chr6	Setd5_ENSMUST00000156048_113128680_tss;Setd5_ENSMUST00000150107_113127748_down1kb
chr6_113129000_113130000	chr6	Setd5_ENSMUST00000156048_113128680_down1kb
chr6_113194000_113195000	chr6	Lhfpl4_ENSMUST00000162280_113195383_up1kb
chr6_113195000_113196000	chr6	Lhfpl4_ENSMUST00000162280_113195383_tss
chr6_113196000_113197000	chr6	Lhfpl4_ENSMUST00000162280_113195383_down1kb
chr6_113236000_113237000	chr6	Mtmr14_ENSMUST00000113146_113237842_up1kb;Mtmr14_ENSMUST00000129883_113237896_up1kb;Mtmr14_ENSMUST00000142938_113237850_up1kb
chr6_113237000_113238000	chr6	Mtmr14_ENSMUST00000113146_113237842_tss;Mtmr14_ENSMUST00000129883_113237896_tss;Mtmr14_ENSMUST00000142938_113237850_tss
chr6_113238000_113239000	chr6	Mtmr14_ENSMUST00000156141_113239470_up1kb;Mtmr14_ENSMUST00000113146_113237842_down1kb;Mtmr14_ENSMUST00000129883_113237896_down1kb;Mtmr14_ENSMUST00000142938_113237850_down1kb
chr6_113239000_113240000	chr6	Mtmr14_ENSMUST00000156141_113239470_tss
chr6_113240000_113241000	chr6	Mtmr14_ENSMUST00000156141_113239470_down1kb
chr6_113253000_113254000	chr6	Mtmr14_ENSMUST00000144976_113254098_up1kb
chr6_113254000_113255000	chr6	Mtmr14_ENSMUST00000144976_113254098_tss
chr6_113255000_113256000	chr6	Mtmr14_ENSMUST00000144976_113254098_down1kb
chr6_113259000_113260000	chr6	Mtmr14_ENSMUST00000137772_113260624_up1kb
chr6_113260000_113261000	chr6	Mtmr14_ENSMUST00000137772_113260624_tss
chr6_113261000_113262000	chr6	Mtmr14_ENSMUST00000137772_113260624_down1kb
chr6_113264000_113265000	chr6	Mtmr14_ENSMUST00000148523_113265973_up1kb
chr6_113265000_113266000	chr6	Mtmr14_ENSMUST00000148523_113265973_tss;Mtmr14_ENSMUST00000134945_113266004_up1kb
chr6_113266000_113267000	chr6	Mtmr14_ENSMUST00000134945_113266004_tss;Mtmr14_ENSMUST00000148523_113265973_down1kb
chr6_113267000_113268000	chr6	Mtmr14_ENSMUST00000134945_113266004_down1kb
chr6_113268000_113269000	chr6	Mtmr14_ENSMUST00000151149_113269548_up1kb
chr6_113269000_113270000	chr6	Mtmr14_ENSMUST00000151149_113269548_tss
chr6_113270000_113271000	chr6	Mtmr14_ENSMUST00000151149_113269548_down1kb
chr6_113275000_113276000	chr6	Gm16161_ENSMUST00000162239_113276929_up1kb
chr6_113276000_113277000	chr6	Gm16161_ENSMUST00000162239_113276929_tss
chr6_113277000_113278000	chr6	Gm16161_ENSMUST00000162239_113276929_down1kb
chr6_113281000_113282000	chr6	Cpne9_ENSMUST00000041203_113282306_up1kb;Cpne9_ENSMUST00000124574_113282334_up1kb;Cpne9_ENSMUST00000128148_113282338_up1kb;Cpne9_ENSMUST00000130191_113282309_up1kb;Cpne9_ENSMUST00000132372_113282306_up1kb;Cpne9_ENSMUST00000138388_113282364_up1kb;Cpne9_ENSMUST00000155779_113282363_up1kb
chr6_113282000_113283000	chr6	Cpne9_ENSMUST00000041203_113282306_tss;Cpne9_ENSMUST00000124574_113282334_tss;Cpne9_ENSMUST00000128148_113282338_tss;Cpne9_ENSMUST00000130191_113282309_tss;Cpne9_ENSMUST00000132372_113282306_tss;Cpne9_ENSMUST00000138388_113282364_tss;Cpne9_ENSMUST00000155779_113282363_tss
chr6_113283000_113284000	chr6	Cpne9_ENSMUST00000041203_113282306_down1kb;Cpne9_ENSMUST00000124574_113282334_down1kb;Cpne9_ENSMUST00000128148_113282338_down1kb;Cpne9_ENSMUST00000130191_113282309_down1kb;Cpne9_ENSMUST00000132372_113282306_down1kb;Cpne9_ENSMUST00000138388_113282364_down1kb;Cpne9_ENSMUST00000155779_113282363_down1kb
chr6_113287000_113288000	chr6	Cpne9_ENSMUST00000134523_113288503_up1kb
chr6_113288000_113289000	chr6	Cpne9_ENSMUST00000134523_113288503_tss
chr6_113289000_113290000	chr6	Cpne9_ENSMUST00000134523_113288503_down1kb
chr6_113293000_113294000	chr6	Cpne9_ENSMUST00000136728_113294324_up1kb
chr6_113294000_113295000	chr6	Cpne9_ENSMUST00000136728_113294324_tss
chr6_113295000_113296000	chr6	Cpne9_ENSMUST00000136728_113294324_down1kb
chr6_113306000_113307000	chr6	Brpf1_ENSMUST00000113117_113307223_up1kb;Brpf1_ENSMUST00000113119_113307191_up1kb;Brpf1_ENSMUST00000113121_113307191_up1kb;Brpf1_ENSMUST00000113122_113307180_up1kb
chr6_113307000_113308000	chr6	Brpf1_ENSMUST00000113117_113307223_tss;Brpf1_ENSMUST00000113119_113307191_tss;Brpf1_ENSMUST00000113121_113307191_tss;Brpf1_ENSMUST00000113122_113307180_tss
chr6_113308000_113309000	chr6	Brpf1_ENSMUST00000113117_113307223_down1kb;Brpf1_ENSMUST00000113119_113307191_down1kb;Brpf1_ENSMUST00000113121_113307191_down1kb;Brpf1_ENSMUST00000113122_113307180_down1kb
chr6_113316000_113317000	chr6	Brpf1_ENSMUST00000124530_113317157_up1kb
chr6_113317000_113318000	chr6	Brpf1_ENSMUST00000124530_113317157_tss
chr6_113318000_113319000	chr6	Brpf1_ENSMUST00000124530_113317157_down1kb
chr6_113319000_113320000	chr6	Brpf1_ENSMUST00000131594_113320540_up1kb;Brpf1_ENSMUST00000138737_113320382_up1kb
chr6_113320000_113321000	chr6	Brpf1_ENSMUST00000131594_113320540_tss;Brpf1_ENSMUST00000138737_113320382_tss
chr6_113321000_113322000	chr6	Brpf1_ENSMUST00000131594_113320540_down1kb;Brpf1_ENSMUST00000138737_113320382_down1kb
chr6_113325000_113326000	chr6	Ogg1_ENSMUST00000032406_113326971_up1kb;Ogg1_ENSMUST00000129871_113326984_up1kb;Ogg1_ENSMUST00000136263_113326998_up1kb;Gm15492_ENSMUST00000156734_113326746_up1kb
chr6_113326000_113327000	chr6	Ogg1_ENSMUST00000032406_113326971_tss;Ogg1_ENSMUST00000129871_113326984_tss;Ogg1_ENSMUST00000136263_113326998_tss;Gm15492_ENSMUST00000156734_113326746_tss;Ogg1_ENSMUST00000154350_113327106_up1kb
chr6_113327000_113328000	chr6	Ogg1_ENSMUST00000154350_113327106_tss;Ogg1_ENSMUST00000032406_113326971_down1kb;Ogg1_ENSMUST00000129871_113326984_down1kb;Ogg1_ENSMUST00000136263_113326998_down1kb;Gm15492_ENSMUST00000156734_113326746_down1kb
chr6_113328000_113329000	chr6	Ogg1_ENSMUST00000154350_113327106_down1kb
chr6_113332000_113333000	chr6	Ogg1_ENSMUST00000147945_113333317_up1kb
chr6_113333000_113334000	chr6	Ogg1_ENSMUST00000147945_113333317_tss
chr6_113334000_113335000	chr6	Ogg1_ENSMUST00000147945_113333317_down1kb
chr6_113335000_113336000	chr6	Camk1_ENSMUST00000153067_113336620_up1kb
chr6_113336000_113337000	chr6	Camk1_ENSMUST00000153067_113336620_tss
chr6_113337000_113338000	chr6	Camk1_ENSMUST00000153067_113336620_down1kb
chr6_113339000_113340000	chr6	Camk1_ENSMUST00000156512_113340916_up1kb
chr6_113340000_113341000	chr6	Camk1_ENSMUST00000156512_113340916_tss
chr6_113341000_113342000	chr6	Camk1_ENSMUST00000156512_113340916_down1kb
chr6_113342000_113343000	chr6	Camk1_ENSMUST00000032409_113343983_up1kb;Camk1_ENSMUST00000149497_113343903_up1kb;Camk1_ENSMUST00000155543_113343977_up1kb;Camk1_ENSMUST00000156853_113343962_up1kb
chr6_113343000_113344000	chr6	Camk1_ENSMUST00000032409_113343983_tss;Camk1_ENSMUST00000149497_113343903_tss;Camk1_ENSMUST00000155543_113343977_tss;Camk1_ENSMUST00000156853_113343962_tss
chr6_113344000_113345000	chr6	Camk1_ENSMUST00000032409_113343983_down1kb;Camk1_ENSMUST00000149497_113343903_down1kb;Camk1_ENSMUST00000155543_113343977_down1kb;Camk1_ENSMUST00000156853_113343962_down1kb
chr6_113370000_113371000	chr6	Tada3_ENSMUST00000125414_113371141_up1kb
chr6_113371000_113372000	chr6	Tada3_ENSMUST00000125414_113371141_tss
chr6_113372000_113373000	chr6	Tada3_ENSMUST00000125414_113371141_down1kb
chr6_113376000_113377000	chr6	Tada3_ENSMUST00000032410_113377882_up1kb;Tada3_ENSMUST00000043333_113377375_up1kb;Tada3_ENSMUST00000099118_113377516_up1kb;Tada3_ENSMUST00000113106_113377738_up1kb;Tada3_ENSMUST00000113107_113377738_up1kb
chr6_113377000_113378000	chr6	Tada3_ENSMUST00000032410_113377882_tss;Tada3_ENSMUST00000043333_113377375_tss;Tada3_ENSMUST00000099118_113377516_tss;Tada3_ENSMUST00000113106_113377738_tss;Tada3_ENSMUST00000113107_113377738_tss;Arpc4_ENSMUST00000102708_113378146_up1kb;Arpc4_ENSMUST00000138722_113378569_up1kb;Arpc4_ENSMUST00000156898_113378114_up1kb;Arpc4_ENSMUST00000171058_113378112_up1kb
chr6_113378000_113379000	chr6	Arpc4_ENSMUST00000102708_113378146_tss;Arpc4_ENSMUST00000138722_113378569_tss;Arpc4_ENSMUST00000156898_113378114_tss;Arpc4_ENSMUST00000171058_113378112_tss;Tada3_ENSMUST00000032410_113377882_down1kb;Tada3_ENSMUST00000043333_113377375_down1kb;Tada3_ENSMUST00000099118_113377516_down1kb;Tada3_ENSMUST00000113106_113377738_down1kb;Tada3_ENSMUST00000113107_113377738_down1kb
chr6_113379000_113380000	chr6	Arpc4_ENSMUST00000102708_113378146_down1kb;Arpc4_ENSMUST00000138722_113378569_down1kb;Arpc4_ENSMUST00000156898_113378114_down1kb;Arpc4_ENSMUST00000171058_113378112_down1kb
chr6_113388000_113389000	chr6	Ttll3_ENSMUST00000140505_113389259_up1kb
chr6_113389000_113390000	chr6	Ttll3_ENSMUST00000140505_113389259_tss;Ttll3_ENSMUST00000129894_113390736_up1kb
chr6_113390000_113391000	chr6	Ttll3_ENSMUST00000129894_113390736_tss;Ttll3_ENSMUST00000140505_113389259_down1kb
chr6_113391000_113392000	chr6	Ttll3_ENSMUST00000032414_113392457_up1kb;Ttll3_ENSMUST00000038889_113392496_up1kb;Ttll3_ENSMUST00000129894_113390736_down1kb
chr6_113392000_113393000	chr6	Ttll3_ENSMUST00000032414_113392457_tss;Ttll3_ENSMUST00000038889_113392496_tss;Ttll3_ENSMUST00000129582_113393176_up1kb;Ttll3_ENSMUST00000138131_113393159_up1kb;Ttll3_ENSMUST00000146262_113393080_up1kb
chr6_113393000_113394000	chr6	Ttll3_ENSMUST00000129582_113393176_tss;Ttll3_ENSMUST00000138131_113393159_tss;Ttll3_ENSMUST00000146262_113393080_tss;Ttll3_ENSMUST00000032414_113392457_down1kb;Ttll3_ENSMUST00000038889_113392496_down1kb
chr6_113394000_113395000	chr6	Ttll3_ENSMUST00000129582_113393176_down1kb;Ttll3_ENSMUST00000138131_113393159_down1kb;Ttll3_ENSMUST00000146262_113393080_down1kb
chr6_113396000_113397000	chr6	Ttll3_ENSMUST00000161831_113397757_up1kb
chr6_113397000_113398000	chr6	Ttll3_ENSMUST00000161831_113397757_tss
chr6_113398000_113399000	chr6	Ttll3_ENSMUST00000161831_113397757_down1kb
chr6_113408000_113409000	chr6	Ttll3_ENSMUST00000131694_113409205_up1kb
chr6_113409000_113410000	chr6	Ttll3_ENSMUST00000131694_113409205_tss
chr6_113410000_113411000	chr6	Ttll3_ENSMUST00000131694_113409205_down1kb
chr6_113411000_113412000	chr6	Ttll3_ENSMUST00000124368_113412830_up1kb
chr6_113412000_113413000	chr6	Ttll3_ENSMUST00000124368_113412830_tss
chr6_113413000_113414000	chr6	Ttll3_ENSMUST00000124368_113412830_down1kb
chr6_113418000_113419000	chr6	Rpusd3_ENSMUST00000060634_113419318_up1kb;Rpusd3_ENSMUST00000113092_113419347_up1kb;Rpusd3_ENSMUST00000124078_113419318_up1kb;Rpusd3_ENSMUST00000129047_113419318_up1kb;Rpusd3_ENSMUST00000129560_113419330_up1kb;Rpusd3_ENSMUST00000134853_113419047_up1kb;Rpusd3_ENSMUST00000147726_113419309_up1kb;Rpusd3_ENSMUST00000150452_113419322_up1kb;Rpusd3_ENSMUST00000151618_113419313_up1kb
chr6_113419000_113420000	chr6	Rpusd3_ENSMUST00000060634_113419318_tss;Rpusd3_ENSMUST00000113092_113419347_tss;Rpusd3_ENSMUST00000124078_113419318_tss;Rpusd3_ENSMUST00000129047_113419318_tss;Rpusd3_ENSMUST00000129560_113419330_tss;Rpusd3_ENSMUST00000134853_113419047_tss;Rpusd3_ENSMUST00000147726_113419309_tss;Rpusd3_ENSMUST00000150452_113419322_tss;Rpusd3_ENSMUST00000151618_113419313_tss
chr6_113420000_113421000	chr6	Rpusd3_ENSMUST00000060634_113419318_down1kb;Rpusd3_ENSMUST00000113092_113419347_down1kb;Rpusd3_ENSMUST00000124078_113419318_down1kb;Rpusd3_ENSMUST00000129047_113419318_down1kb;Rpusd3_ENSMUST00000129560_113419330_down1kb;Rpusd3_ENSMUST00000134853_113419047_down1kb;Rpusd3_ENSMUST00000147726_113419309_down1kb;Rpusd3_ENSMUST00000150452_113419322_down1kb;Rpusd3_ENSMUST00000151618_113419313_down1kb
chr6_113433000_113434000	chr6	Cidec_ENSMUST00000113091_113434763_up1kb;Cidec_ENSMUST00000133348_113434612_up1kb
chr6_113434000_113435000	chr6	Cidec_ENSMUST00000113091_113434763_tss;Cidec_ENSMUST00000133348_113434612_tss;Cidec_ENSMUST00000032416_113435755_up1kb;Cidec_ENSMUST00000113089_113435759_up1kb
chr6_113435000_113436000	chr6	Cidec_ENSMUST00000032416_113435755_tss;Cidec_ENSMUST00000113089_113435759_tss;Cidec_ENSMUST00000113091_113434763_down1kb;Cidec_ENSMUST00000133348_113434612_down1kb
chr6_113436000_113437000	chr6	Cidec_ENSMUST00000032416_113435755_down1kb;Cidec_ENSMUST00000113089_113435759_down1kb
chr6_113441000_113442000	chr6	Jagn1_ENSMUST00000101070_113442568_up1kb
chr6_113442000_113443000	chr6	Jagn1_ENSMUST00000101070_113442568_tss
chr6_113443000_113444000	chr6	Jagn1_ENSMUST00000101070_113442568_down1kb
chr6_113457000_113458000	chr6	Il17re_ENSMUST00000053569_113458894_up1kb;Il17re_ENSMUST00000058548_113458483_up1kb;Il17re_ENSMUST00000101065_113458894_up1kb
chr6_113458000_113459000	chr6	Il17re_ENSMUST00000053569_113458894_tss;Il17re_ENSMUST00000058548_113458483_tss;Il17re_ENSMUST00000101065_113458894_tss
chr6_113459000_113460000	chr6	Il17re_ENSMUST00000053569_113458894_down1kb;Il17re_ENSMUST00000058548_113458483_down1kb;Il17re_ENSMUST00000101065_113458894_down1kb
chr6_113470000_113471000	chr6	Il17rc_ENSMUST00000058300_113471426_up1kb;Il17rc_ENSMUST00000113062_113471506_up1kb
chr6_113471000_113472000	chr6	Il17rc_ENSMUST00000058300_113471426_tss;Il17rc_ENSMUST00000113062_113471506_tss;Il17rc_ENSMUST00000147316_113472282_up1kb;Il17rc_ENSMUST00000149899_113472793_up1kb
chr6_113472000_113473000	chr6	Il17rc_ENSMUST00000147316_113472282_tss;Il17rc_ENSMUST00000149899_113472793_tss;Il17rc_ENSMUST00000058300_113471426_down1kb;Il17rc_ENSMUST00000113062_113471506_down1kb
chr6_113473000_113474000	chr6	Il17rc_ENSMUST00000142082_113474254_up1kb;Il17rc_ENSMUST00000147316_113472282_down1kb;Il17rc_ENSMUST00000149899_113472793_down1kb
chr6_113474000_113475000	chr6	Il17rc_ENSMUST00000142082_113474254_tss
chr6_113475000_113476000	chr6	Il17rc_ENSMUST00000131969_113476587_up1kb;Il17rc_ENSMUST00000142082_113474254_down1kb
chr6_113476000_113477000	chr6	Il17rc_ENSMUST00000131969_113476587_tss
chr6_113477000_113478000	chr6	Il17rc_ENSMUST00000131969_113476587_down1kb
chr6_113482000_113483000	chr6	Creld1_ENSMUST00000032422_113483296_up1kb;Creld1_ENSMUST00000147932_113483422_up1kb;Creld1_ENSMUST00000156764_113483854_up1kb
chr6_113483000_113484000	chr6	Creld1_ENSMUST00000032422_113483296_tss;Creld1_ENSMUST00000147932_113483422_tss;Creld1_ENSMUST00000156764_113483854_tss
chr6_113484000_113485000	chr6	Creld1_ENSMUST00000032422_113483296_down1kb;Creld1_ENSMUST00000147932_113483422_down1kb;Creld1_ENSMUST00000156764_113483854_down1kb
chr6_113486000_113487000	chr6	Creld1_ENSMUST00000135852_113487493_up1kb
chr6_113487000_113488000	chr6	Creld1_ENSMUST00000135852_113487493_tss
chr6_113488000_113489000	chr6	Creld1_ENSMUST00000135852_113487493_down1kb
chr6_113491000_113492000	chr6	Creld1_ENSMUST00000129125_113492018_up1kb
chr6_113492000_113493000	chr6	Creld1_ENSMUST00000129125_113492018_tss
chr6_113493000_113494000	chr6	Creld1_ENSMUST00000129125_113492018_down1kb
chr6_113500000_113501000	chr6	Prrt3_ENSMUST00000101059_113501817_up1kb
chr6_113501000_113502000	chr6	Prrt3_ENSMUST00000101059_113501817_tss
chr6_113502000_113503000	chr6	Prrt3_ENSMUST00000101059_113501817_down1kb
chr6_113519000_113520000	chr6	Emc3_ENSMUST00000154605_113520908_up1kb
chr6_113520000_113521000	chr6	Emc3_ENSMUST00000154605_113520908_tss
chr6_113521000_113522000	chr6	Emc3_ENSMUST00000154605_113520908_down1kb
chr6_113527000_113528000	chr6	Gm23365_ENSMUST00000175019_113528673_up1kb
chr6_113528000_113529000	chr6	Gm23365_ENSMUST00000175019_113528673_tss
chr6_113529000_113530000	chr6	Gm23365_ENSMUST00000175019_113528673_down1kb
chr6_113530000_113531000	chr6	Emc3_ENSMUST00000032425_113531637_up1kb;Fancd2_ENSMUST00000036340_113531681_up1kb;Fancd2_ENSMUST00000101051_113531703_up1kb;Fancd2_ENSMUST00000143535_113531703_up1kb
chr6_113531000_113532000	chr6	Emc3_ENSMUST00000032425_113531637_tss;Fancd2_ENSMUST00000036340_113531681_tss;Fancd2_ENSMUST00000101051_113531703_tss;Fancd2_ENSMUST00000143535_113531703_tss
chr6_113532000_113533000	chr6	Emc3_ENSMUST00000032425_113531637_down1kb;Fancd2_ENSMUST00000036340_113531681_down1kb;Fancd2_ENSMUST00000101051_113531703_down1kb;Fancd2_ENSMUST00000143535_113531703_down1kb
chr6_113550000_113551000	chr6	Fancd2_ENSMUST00000123738_113551827_up1kb;Fancd2_ENSMUST00000142453_113551823_up1kb
chr6_113551000_113552000	chr6	Fancd2_ENSMUST00000123738_113551827_tss;Fancd2_ENSMUST00000142453_113551823_tss
chr6_113552000_113553000	chr6	Fancd2_ENSMUST00000123738_113551827_down1kb;Fancd2_ENSMUST00000142453_113551823_down1kb
chr6_113567000_113568000	chr6	Fancd2_ENSMUST00000129462_113568671_up1kb
chr6_113568000_113569000	chr6	Fancd2_ENSMUST00000129462_113568671_tss
chr6_113569000_113570000	chr6	Fancd2_ENSMUST00000129462_113568671_down1kb
chr6_113582000_113583000	chr6	Fancd2_ENSMUST00000124262_113583417_up1kb
chr6_113583000_113584000	chr6	Fancd2_ENSMUST00000124262_113583417_tss
chr6_113584000_113585000	chr6	Fancd2_ENSMUST00000124262_113583417_down1kb
chr6_113599000_113600000	chr6	Fancd2os_ENSMUST00000035870_113600714_up1kb;Fancd2os_ENSMUST00000125139_113600714_up1kb
chr6_113600000_113601000	chr6	Fancd2os_ENSMUST00000035870_113600714_tss;Fancd2os_ENSMUST00000125139_113600714_tss
chr6_113601000_113602000	chr6	Fancd2os_ENSMUST00000035870_113600714_down1kb;Fancd2os_ENSMUST00000125139_113600714_down1kb
chr6_113603000_113604000	chr6	Brk1_ENSMUST00000035725_113604771_up1kb
chr6_113604000_113605000	chr6	Brk1_ENSMUST00000035725_113604771_tss
chr6_113605000_113606000	chr6	Brk1_ENSMUST00000035725_113604771_down1kb
chr6_113622000_113623000	chr6	Vhl_ENSMUST00000035673_113623958_up1kb
chr6_113623000_113624000	chr6	Vhl_ENSMUST00000035673_113623958_tss;Vhl_ENSMUST00000128770_113624720_up1kb;Vhl_ENSMUST00000131819_113624928_up1kb
chr6_113624000_113625000	chr6	Vhl_ENSMUST00000128770_113624720_tss;Vhl_ENSMUST00000131819_113624928_tss;Vhl_ENSMUST00000035673_113623958_down1kb
chr6_113625000_113626000	chr6	Vhl_ENSMUST00000128770_113624720_down1kb;Vhl_ENSMUST00000131819_113624928_down1kb
chr6_113632000_113633000	chr6	1700015O11Rik_ENSMUST00000180964_113633143_up1kb
chr6_113633000_113634000	chr6	1700015O11Rik_ENSMUST00000180964_113633143_tss
chr6_113634000_113635000	chr6	1700015O11Rik_ENSMUST00000180964_113633143_down1kb
chr6_113637000_113638000	chr6	Irak2_ENSMUST00000059286_113638466_up1kb;Irak2_ENSMUST00000089022_113638527_up1kb;Irak2_ENSMUST00000089023_113638487_up1kb
chr6_113638000_113639000	chr6	Irak2_ENSMUST00000059286_113638466_tss;Irak2_ENSMUST00000089022_113638527_tss;Irak2_ENSMUST00000089023_113638487_tss
chr6_113639000_113640000	chr6	Irak2_ENSMUST00000059286_113638466_down1kb;Irak2_ENSMUST00000089022_113638527_down1kb;Irak2_ENSMUST00000089023_113638487_down1kb
chr6_113667000_113668000	chr6	Irak2_ENSMUST00000155554_113668849_up1kb
chr6_113668000_113669000	chr6	Irak2_ENSMUST00000155554_113668849_tss;Irak2_ENSMUST00000113024_113669777_up1kb
chr6_113669000_113670000	chr6	Irak2_ENSMUST00000113024_113669777_tss;Irak2_ENSMUST00000155554_113668849_down1kb
chr6_113670000_113671000	chr6	Irak2_ENSMUST00000113024_113669777_down1kb
chr6_113691000_113692000	chr6	Irak2_ENSMUST00000143948_113692758_up1kb
chr6_113692000_113693000	chr6	Irak2_ENSMUST00000143948_113692758_tss
chr6_113693000_113694000	chr6	Irak2_ENSMUST00000143948_113692758_down1kb
chr6_113696000_113697000	chr6	Tatdn2_ENSMUST00000089018_113697049_up1kb;Tatdn2_ENSMUST00000113022_113697672_up1kb
chr6_113697000_113698000	chr6	Tatdn2_ENSMUST00000089018_113697049_tss;Tatdn2_ENSMUST00000113022_113697672_tss
chr6_113698000_113699000	chr6	Tatdn2_ENSMUST00000089018_113697049_down1kb;Tatdn2_ENSMUST00000113022_113697672_down1kb
chr6_113703000_113704000	chr6	Tatdn2_ENSMUST00000153661_113704816_up1kb
chr6_113704000_113705000	chr6	Tatdn2_ENSMUST00000153661_113704816_tss
chr6_113705000_113706000	chr6	Tatdn2_ENSMUST00000153661_113704816_down1kb
